42193 2.742639 1.145845 305.000000
42198 -2.435572 2.218489 327.598998
42199 0.532788 -0.819375 320.569416
42215 -0.055184 1.716305 324.151015
42218 1.847677 1.220420 324.846514
42219 -2.463047 -0.699944 323.375603
42222 1.832444 0.742438 321.857188
42237 -2.495234 -0.641377 311.668080
42240 1.491458 0.491477 312.353472
42250 -0.804838 0.709960 322.256245
42258 0.721703 0.756880 320.389366
42261 -2.955338 -1.432047 319.727809
42266 -1.804966 -0.782617 335.620640
42275 1.535772 0.753159 318.610373
42302 0.841305 -1.223502 322.880737
42306 0.317562 1.522765 311.841470
42315 -0.521340 1.534639 309.601960
42320 -2.121208 -1.164368 318.405661
42321 -0.204352 -0.650217 323.230081
42324 -0.948969 1.500658 306.501693
42325 -1.341502 -1.848124 323.957509
42338 -2.767122 -1.835227 319.921998
42346 0.988355 0.712915 314.938390
42347 0.539804 0.562718 326.586066
42353 0.905292 0.538239 319.101329
42354 -1.525427 -0.827670 315.297219
42357 0.356302 0.572895 316.950146
42362 0.872622 -0.818471 311.604336
42404 1.436111 1.138509 324.223979
42420 1.148497 0.457608 305.000000
42427 1.761254 0.067645 307.303592
42443 -0.882846 1.593442 324.416351
42447 -0.298908 -1.694706 306.843291
42448 -2.050763 -1.083213 305.000000
42457 0.108960 -0.666707 320.374763
42459 -1.857798 1.383137 326.843408
42474 0.515958 -1.684516 306.516819
42484 -1.530872 1.096933 317.156898
42489 -1.063831 -2.600555 314.479852
42506 0.020970 2.445646 311.290073
42511 -1.742727 1.034392 321.582398
42528 0.774623 0.801650 308.118769
42542 1.153371 0.885668 329.319582
42548 0.454259 -1.150678 310.267669
42558 0.445871 0.488363 311.126602
42559 1.590061 0.670241 320.446545
42570 2.406717 -2.683855 318.893633
42583 0.853450 -1.364194 316.655795
42584 -1.462156 0.557232 311.289893
42589 -1.926091 -1.019808 315.709785
42606 -2.444113 -0.974268 315.245030
42626 1.276821 0.550521 316.699150
42634 1.049946 0.065727 315.179046
42636 1.093126 -2.884597 312.807185
42639 2.502310 1.099953 305.807094
42666 0.809086 0.522014 314.807108
42668 -1.766018 0.810794 323.321644
42671 -0.327350 -2.268613 314.683916
42678 -0.977010 -0.333351 326.425717
42688 -0.315379 -1.722523 317.927506
42690 -1.652576 -1.075955 320.483022
42704 -2.605829 -0.758055 322.067102
42723 0.216777 -2.337950 326.184009
42765 -2.484435 -1.103930 325.633210
42775 0.138384 2.376198 311.483434
42776 -1.525139 -0.763084 305.575346
42789 -1.999798 1.243777 326.887752
42802 0.502945 -1.891419 316.694932
42804 0.151860 2.614969 323.107190
42805 -1.400761 -1.229318 323.202671
42807 -1.213905 0.942660 317.505494
42823 0.483357 -1.758646 306.186981
42834 -1.121041 2.554972 308.334804
42846 -1.925725 -1.229713 311.796567
42866 -1.787255 -2.532750 305.146481
42867 -1.625946 -1.090630 320.079250
42885 -0.098903 -0.787624 312.151803
42912 -1.826811 -1.153597 314.203227
42922 1.797679 0.966340 317.994819
42924 -2.219622 -0.617051 305.000000
42925 0.809787 0.682418 319.187205
42934 0.193632 1.114432 329.481456
42940 0.557000 -1.618163 322.115426
42958 -0.624713 1.422952 318.500453
42971 0.410702 -0.766767 318.957037
42982 0.602385 0.715573 311.050627
42996 -0.978593 0.592303 305.000000
43000 -2.174570 -0.658227 322.469451
43002 0.407716 -1.236616 324.400694
43006 2.353385 1.958892 313.360064
43020 1.438095 0.724037 308.502697
43041 1.342647 1.093923 320.017441
43059 2.413322 -2.701397 310.505110
43069 -1.028488 -1.136530 305.000000
43072 -1.459566 2.368747 317.118951
43084 -2.277461 2.384768 307.676253
43087 0.543151 -1.003959 313.921186
43095 0.844582 0.878663 325.083631
43103 0.892173 0.482335 319.578654
43105 2.566860 -1.004060 313.051389
43107 2.103603 1.820541 314.476116
43115 0.750828 0.735753 319.506495
43118 -0.971343 0.023520 324.997946
43134 -2.326399 -1.191420 312.010768
43155 1.687386 0.868887 312.195317
43168 -1.172581 -0.984317 315.871036
43186 -1.801206 -0.929509 323.460066
43189 -1.228641 -0.979453 320.294015
43203 0.539524 0.961024 305.000000
43212 0.839005 1.262025 314.020313
43218 -1.668142 1.499660 322.209450
43225 -1.577112 1.188288 320.556907
43250 0.896013 0.905112 312.467215
43260 2.915649 -1.590042 309.106887
43280 -1.589533 0.544584 322.607519
43283 -1.454945 1.118673 310.265622
43330 0.165377 -1.134256 313.592253
43332 1.074230 0.706735 318.493721
43339 -1.818719 -0.620981 320.191428
43349 1.124352 1.168660 321.705176
43350 -1.711852 0.658464 320.122029
