26489 2.721361 1.810668 300.140977
26490 -0.519610 2.773279 298.884550
26493 -0.117011 1.832045 300.476150
26496 -2.934885 -2.152862 298.158516
26499 -2.770661 -2.457354 299.684369
26514 1.097078 0.415674 300.238499
26524 1.822926 -0.032274 299.602349
26528 -0.944574 -2.890453 298.062919
26531 -1.396913 -2.630768 296.158474
26536 -1.590167 -2.536406 300.458203
26545 -2.088811 -2.275726 296.744703
26553 -0.403089 -0.120364 303.072266
26557 -1.049139 -0.266915 300.307461
26559 -0.074326 -2.637462 297.680564
26562 -2.622032 0.365704 302.212690
26566 -0.976811 2.103698 296.808021
26569 0.967619 1.464432 298.474603
26570 1.526189 2.392788 301.011921
26571 0.709982 1.731765 300.737575
26582 -1.284928 2.110161 303.404321
26593 -1.607144 2.902562 301.283111
26598 0.730701 -0.124433 303.756046
26601 1.887321 1.229869 301.153198
26617 -2.109035 1.932579 305.963990
26620 0.965238 -0.896313 297.706131
26627 -2.293080 0.778871 300.915511
26630 1.660413 1.797193 297.390770
26634 -1.368146 -0.943130 300.912829
26654 -0.969720 -1.845491 304.716820
26661 -2.988957 -1.779774 303.753917
26664 1.167654 -2.828768 298.934755
26669 1.096840 0.015945 301.202308
26674 0.325681 -1.051068 298.799623
26675 2.630295 -0.204213 299.127238
26680 -0.891501 -2.179778 298.666977
26684 0.553899 1.989198 299.595627
26689 -0.792348 2.938770 300.813388
26691 2.398237 0.939103 300.060905
26695 2.004899 0.338460 296.866122
26696 -2.756053 -1.462987 302.374442
26698 -1.166629 0.091839 300.593954
26699 -1.829774 1.067322 302.857953
26700 0.731538 2.850386 301.168334
26701 2.188739 -2.711127 301.763459
26703 -0.463093 0.723911 301.304700
26705 -2.201058 0.232905 302.439103
26708 -2.483242 0.238998 299.675680
26711 -2.593987 -0.770658 297.702027
26717 -0.442876 1.838428 304.153101
26718 1.635673 -0.294163 299.858715
26723 -1.388945 -1.555331 296.666789
26724 -0.848629 -0.227347 299.789053
26733 -0.003097 -2.205628 304.199119
26735 1.538241 0.501209 298.648265
26737 -0.469571 1.816196 299.644986
26755 -2.344064 2.124441 299.049851
26759 0.033620 0.103083 298.172479
26762 1.661452 0.404712 295.290754
26775 -0.795333 -1.776279 301.120325
26782 0.086492 0.026729 296.475002
26790 -0.831639 0.691714 300.561210
26792 -1.544275 -2.527604 299.601614
26796 0.937871 -0.777907 300.576219
26798 2.298959 0.220440 300.958002
26803 -2.418868 -1.006324 298.760712
26804 2.325413 -2.715848 300.207140
26805 -0.864383 1.832961 300.748475
26812 -0.029235 -0.885471 299.963132
26818 0.307578 0.200732 300.403156
26819 -2.813072 -2.570588 301.370562
26820 2.213239 0.669764 304.085019
26831 -0.911593 2.368831 295.518863
26837 1.349236 1.636251 298.800615
26855 -0.014150 -1.183115 300.317602
26861 -0.740766 -1.029615 303.677709
26871 0.609478 -1.914985 303.896748
26893 2.408202 -1.139400 301.028945
26898 1.143866 2.369334 303.906092
26903 2.097439 2.739858 299.182237
26905 -1.179021 0.809022 295.752322
26912 0.466264 2.805363 300.230619
26920 -2.388088 -1.095793 300.137829
26924 2.396565 -1.291064 302.743644
26927 1.278867 -1.864670 303.007010
26934 -2.813103 0.090266 298.479931
26939 2.006563 -0.633698 299.839312
26940 1.475902 1.604987 302.685178
26941 -2.660741 -0.379323 302.081776
26943 2.259802 0.604347 300.248946
26950 -1.076081 -2.701970 298.481387
26958 0.677675 1.391908 298.773361
26967 1.518795 -0.986696 303.436293
26972 -2.325448 2.592203 296.505566
26974 -1.759303 -1.413817 299.506520
26979 -0.512114 0.152066 304.255733
26982 -2.787737 0.367486 301.781591
26986 -2.630995 -1.139191 300.130614
26996 -2.819615 0.508354 296.920143
27002 -0.857416 -2.204501 300.283371
27008 2.544774 -1.728936 295.250082
27028 -1.522446 0.861963 303.834888
27030 0.690862 1.674365 299.918957
27032 2.083982 2.070733 296.375041
27038 1.351241 -1.650596 301.114057
27045 2.934559 -0.496508 297.463678
27048 -1.825423 2.808372 297.459783
27050 -0.746225 1.125329 298.516482
27054 0.778191 -1.139905 305.440617
27055 0.405216 -1.034831 305.249217
27067 -1.839304 -0.563816 299.820958
27094 1.160638 -2.986152 299.828231
27101 -0.593408 -1.384768 299.696638
27104 2.308683 -1.301521 304.318565
27111 0.790903 -1.507640 302.377666
27118 1.634093 2.157781 302.324622
27121 -1.517329 2.692094 298.998799
27143 1.528860 -2.769915 302.194410
27144 2.079583 2.346798 301.510965
27151 1.125658 -1.196635 300.425763
27152 2.374587 -1.427151 305.413757
